id_commande,id_client,id_produit,date_commande,quantite,prix_unitaire,statut,ville_livraison,mode_paiement,id_livreur,date_livraison,id_date
ORD-028100,C00177,P083,2025-09-18,3,4485.35,annulé,Oujda,Transfer,L007,,20250918
ORD-028105,C04328,P097,2025-07-25,3,12372.1,livré,Rabat,Transfer,L020,2025-07-29,20250725
ORD-028108,C04876,P033,2025-05-26,1,5311.64,livré,Fès,Card,L016,2025-05-31,20250526
ORD-028110,C00135,P082,2025-12-13,4,8273.46,en_cours,Meknès,Transfer,L015,,20251213
ORD-028111,C02325,P033,2025-10-14,4,5311.64,en_cours,Rabat,Cash,L010,,20251014
ORD-028113,C00432,P034,2025-09-28,1,13868.06,retourné,Rabat,Cash,L006,,20250928
ORD-028120,C00197,P087,2025-09-28,2,12786.6,en_cours,Rabat,Card,L004,,20250928
ORD-028122,C04609,P049,2026-03-30,2,6994.21,retourné,Agadir,Transfer,L013,,20260330
ORD-028125,C02388,P034,2025-06-04,4,13868.06,livré,Marrakech,Card,L014,2025-06-06,20250604
ORD-028131,C02916,P009,2026-02-14,3,8424.91,en_cours,Meknès,Transfer,L017,,20260214
ORD-028134,C00459,P035,2025-08-29,4,3344.28,livré,Meknès,Transfer,L002,2025-09-03,20250829
ORD-028137,C02333,P087,2025-05-11,4,12786.6,annulé,Meknès,Transfer,L008,,20250511
ORD-028145,C00302,P034,2026-01-29,3,13868.06,en_cours,Casablanca,Transfer,L001,,20260129
ORD-028147,C02103,P004,2026-02-21,3,8048.06,en_cours,Tanger,Cash,L010,,20260221
ORD-028151,C03551,P082,2025-06-14,2,8273.46,en_cours,Tanger,Cash,L015,,20250614
ORD-028152,C02663,P046,2025-12-09,2,9193.66,annulé,Meknès,Cash,L020,,20251209
ORD-028154,C04583,P095,2026-02-06,4,10216.02,annulé,Fès,Transfer,L009,,20260206
ORD-028155,C04994,P081,2025-12-08,3,6927.1,livré,Tanger,Transfer,L010,2025-12-13,20251208
ORD-028157,C00802,P011,2025-11-15,4,14137.04,retourné,Tanger,Transfer,L005,,20251115
ORD-028164,C01547,P040,2025-06-07,4,1918.04,annulé,Oujda,Card,L004,,20250607
ORD-028166,C03405,P065,2025-10-06,4,8042.6,livré,Meknès,Transfer,L004,2025-10-10,20251006
ORD-028167,C04303,P069,2025-05-22,2,1286.86,annulé,Agadir,Card,L020,,20250522
ORD-028179,C03405,P053,2026-01-13,4,4181.07,livré,Agadir,Transfer,L000,2026-01-16,20260113
ORD-028180,C04835,P093,2025-10-25,4,4435.51,livré,Casablanca,Transfer,L013,2025-10-26,20251025
ORD-028191,C04777,P093,2026-04-13,3,4435.51,en_cours,Fès,Card,L010,,20260413
ORD-028196,C04729,P029,2025-06-17,5,11138.83,retourné,Casablanca,Card,L010,,20250617
ORD-028197,C00149,P044,2025-10-30,2,6000.8,retourné,Marrakech,Card,L004,,20251030
ORD-028198,C02711,P079,2026-02-13,3,11402.26,DONE,Marrakech,Card,L000,,20260213
ORD-028201,C04443,P079,2025-10-16,2,11402.26,livré,Fès,Card,L000,2025-10-18,20251016
ORD-028202,C01612,P096,2026-03-16,4,4433.71,retourné,Marrakech,Card,L011,,20260316
ORD-028204,C00985,P021,2025-10-19,3,14989.24,livré,Tanger,Transfer,L003,2025-10-24,20251019
ORD-028206,C00109,P021,2025-06-19,5,14989.24,annulé,Meknès,Cash,L010,,20250619
ORD-028207,C02604,P016,2025-09-30,1,1823.85,annulé,Agadir,Card,L000,,20250930
ORD-028213,C02490,P004,2025-05-28,2,8048.06,retourné,Rabat,Card,L016,,20250528
ORD-028218,C00358,P018,2025-11-14,3,13236.92,retourné,Casablanca,Transfer,L017,,20251114
ORD-028220,C01723,P053,2026-03-03,3,4181.07,retourné,Marrakech,Cash,L000,,20260303
ORD-028221,C02703,P033,2025-07-16,3,5311.64,livré,Casablanca,Cash,L012,2025-07-21,20250716
ORD-028222,C04168,P084,2025-12-15,2,2837.9,livré,Tanger,Transfer,L013,2025-12-19,20251215
ORD-028230,C04111,P039,2025-12-14,4,9966.92,annulé,Fès,Cash,L016,,20251214
ORD-028233,C03458,P023,2025-05-20,4,4457.65,retourné,Fès,Cash,L001,,20250520
ORD-028237,C03704,P079,2025-11-12,5,11402.26,en_cours,Fès,Card,L006,,20251112
ORD-028242,C03446,P066,2025-11-27,2,4450.73,en_cours,Tanger,Card,L005,,20251127
ORD-028243,C04083,P003,2025-12-25,5,2340.64,livré,Rabat,Cash,L007,2025-12-29,20251225
ORD-028244,C04637,P032,2025-06-24,4,5544.55,retourné,Marrakech,Cash,L010,,20250624
ORD-028250,C01178,P048,2026-03-30,1,13396.47,OK,Marrakech,Cash,L003,,20260330
ORD-028254,C04093,P018,2026-03-15,1,13236.92,retourné,Agadir,Cash,L012,,20260315
ORD-028262,C03981,P024,2025-10-05,5,862.62,retourné,Meknès,Cash,L016,,20251005
ORD-028264,C02264,P055,2025-11-26,2,1724.7,retourné,Agadir,Cash,L002,,20251126
ORD-028268,C02214,P074,2026-03-09,2,10333.28,annulé,Rabat,Card,L010,,20260309
ORD-028272,C00581,P044,2025-08-14,5,6000.8,annulé,Agadir,Card,L005,,20250814
ORD-028276,C01464,P092,2026-03-28,1,3758.97,en_cours,Fès,Cash,L003,,20260328
ORD-028277,C02635,P023,2026-02-16,3,4457.65,annulé,Meknès,Transfer,L017,,20260216
ORD-028282,C02485,P084,2025-06-11,3,2837.9,en_cours,Rabat,Card,L019,,20250611
ORD-028286,C02557,P024,2025-10-07,3,862.62,retourné,Casablanca,Transfer,L016,,20251007
ORD-028288,C04939,P043,2025-09-24,1,376.14,retourné,Fès,Cash,L014,,20250924
ORD-028291,C01666,P027,2026-01-01,1,1508.72,retourné,Agadir,Cash,L001,,20260101
ORD-028293,C02173,P063,2025-08-06,3,268.48,livré,Marrakech,Transfer,L019,2025-08-10,20250806
ORD-028295,C03614,P067,2025-09-16,2,13028.23,livré,Fès,Transfer,L017,2025-09-21,20250916
ORD-028306,C00942,P004,2025-10-19,4,8048.06,retourné,Agadir,Card,L004,,20251019
ORD-028309,C04471,P031,2025-09-15,5,6633.11,annulé,Casablanca,Cash,L000,,20250915
ORD-028310,C01043,P088,2025-09-26,3,4317.81,annulé,Meknès,Cash,L008,,20250926
ORD-028312,C03112,P004,2025-06-20,5,8048.06,annulé,Meknès,Transfer,L000,,20250620
ORD-028317,C02072,P002,2025-10-22,4,2990.58,annulé,Agadir,Cash,L018,,20251022
ORD-028326,C00930,P079,2026-03-27,3,11402.26,livré,Fès,Cash,L017,2026-03-29,20260327
ORD-028328,C00148,P082,2025-09-16,2,8273.46,annulé,Tanger,Cash,L002,,20250916
ORD-028329,C03706,P051,2026-02-18,3,11974.15,retourné,Meknès,Transfer,L006,,20260218
ORD-028330,C00172,P007,2025-12-09,4,9603.6,retourné,Marrakech,Transfer,L020,,20251209
ORD-028331,C00309,P002,2025-11-26,4,2990.58,retourné,Tanger,Card,L000,,20251126
ORD-028333,C03608,P077,2026-05-05,5,10408.17,en_cours,Fès,Cash,L007,,20260505
ORD-028335,C00062,P024,2025-09-30,4,862.62,en_cours,Oujda,Transfer,L013,,20250930
ORD-028336,C04115,P006,2025-07-20,5,5559.01,annulé,Agadir,Transfer,L019,,20250720
ORD-028342,C03107,P061,2025-09-08,1,12765.78,en_cours,Oujda,Card,L001,,20250908
ORD-028344,C04173,P014,2025-06-25,3,8514.68,OK,Rabat,Cash,L005,,20250625
ORD-028347,C02706,P002,2026-04-10,5,2990.58,retourné,Casablanca,Card,L011,,20260410
ORD-028350,C03653,P022,2026-02-21,4,42.31,en_cours,Rabat,Card,L017,,20260221
ORD-028351,C02651,P084,2025-09-16,5,2837.9,livré,Meknès,Card,L005,2025-09-21,20250916
ORD-028354,C02275,P090,2025-12-22,2,11889.87,livré,Marrakech,Cash,L016,2025-12-25,20251222
ORD-028357,C04288,P026,2025-06-02,4,3991.56,retourné,Meknès,Transfer,L000,,20250602
ORD-028361,C02341,P009,2026-04-25,4,8424.91,en_cours,Meknès,Card,L004,,20260425
ORD-028362,C04774,P061,2025-09-05,2,12765.78,en_cours,Rabat,Card,L002,,20250905
ORD-028364,C03476,P087,2026-01-25,3,12786.6,livré,Agadir,Cash,L002,2026-01-28,20260125
ORD-028374,C00535,P032,2025-06-23,4,5544.55,annulé,Rabat,Card,L010,,20250623
ORD-028376,C01711,P065,2025-12-04,5,8042.6,retourné,Rabat,Transfer,L015,,20251204
ORD-028379,C01267,P022,2025-09-05,4,42.31,livré,Meknès,Card,L006,2025-09-09,20250905
ORD-028383,C00346,P021,2026-03-21,2,14989.24,en_cours,Fès,Transfer,L004,,20260321
ORD-028390,C03118,P100,2025-09-25,4,957.62,livré,Marrakech,Card,L020,2025-09-27,20250925
ORD-028393,C04829,P044,2025-09-21,3,6000.8,en_cours,Marrakech,Card,L010,,20250921
ORD-028395,C01333,P047,2026-03-10,2,12599.54,retourné,Marrakech,Card,L016,,20260310
ORD-028396,C03062,P064,2025-12-05,5,4968.56,annulé,Tanger,Card,L011,,20251205
ORD-028398,C02199,P006,2025-11-15,1,5559.01,livré,Marrakech,Card,L010,2025-11-17,20251115
ORD-028399,C01125,P071,2025-11-16,3,2615.47,livré,Rabat,Transfer,L006,2025-11-20,20251116
ORD-028400,C00354,P035,2025-07-01,4,3344.28,retourné,Casablanca,Transfer,L006,,20250701
ORD-028401,C00063,P006,2025-07-08,3,5559.01,livré,Agadir,Card,L015,2025-07-11,20250708
ORD-028406,C03107,P062,2025-07-19,3,2873.94,annulé,Tanger,Cash,L013,,20250719
ORD-028407,C03806,P095,2025-06-27,4,10216.02,en_cours,Rabat,Transfer,L020,,20250627
ORD-028408,C00314,P011,2025-10-05,1,14137.04,en_cours,Agadir,Cash,L017,,20251005
ORD-028410,C01457,P044,2025-06-21,2,6000.8,en_cours,Casablanca,Transfer,L020,,20250621
ORD-028412,C04993,P083,2025-12-05,5,4485.35,annulé,Marrakech,Transfer,L005,,20251205
ORD-028415,C01127,P024,2025-09-28,5,862.62,retourné,Meknès,Card,L013,,20250928
ORD-028417,C01037,P045,2025-07-03,3,3745.48,retourné,Casablanca,Card,L007,,20250703
ORD-028418,C01981,P004,2025-07-01,3,8048.06,retourné,Rabat,Card,L001,,20250701
ORD-028434,C04233,P015,2025-07-03,5,7919.83,retourné,Meknès,Transfer,L010,,20250703
ORD-028435,C03438,P056,2025-08-05,5,12291.32,en_cours,Marrakech,Transfer,L020,,20250805
ORD-028438,C01815,P058,2025-09-26,2,1043.66,annulé,Casablanca,Transfer,L000,,20250926
ORD-028440,C02054,P069,2025-08-24,4,1286.86,en_cours,Meknès,Card,L011,,20250824
ORD-028444,C00357,P073,2026-01-25,1,3991.83,livré,Meknès,Transfer,L016,2026-01-28,20260125
ORD-028450,C04494,P001,2025-08-11,1,2101.67,KO,Oujda,Cash,L020,,20250811
ORD-028452,C04208,P015,2026-03-25,5,7919.83,livré,Meknès,Cash,L002,2026-03-30,20260325
ORD-028457,C03389,P019,2026-01-10,4,12958.91,annulé,Fès,Card,L016,,20260110
ORD-028459,C04937,P014,2025-10-17,3,8514.68,annulé,Tanger,Card,L009,,20251017
ORD-028460,C02580,P076,2025-08-25,4,8784.09,livré,Fès,Transfer,L009,2025-08-29,20250825
ORD-028462,C03905,P023,2026-04-05,2,4457.65,annulé,Oujda,Card,L004,,20260405
ORD-028464,C03641,P039,2025-06-21,4,9966.92,en_cours,Casablanca,Transfer,L004,,20250621
ORD-028468,C01439,P016,2025-08-25,3,1823.85,en_cours,Casablanca,Cash,L017,,20250825
ORD-028473,C00605,P072,2025-10-11,1,10547.78,livré,Fès,Transfer,L000,2025-10-16,20251011
ORD-028478,C01835,P046,2026-01-05,3,9193.66,livré,Fès,Cash,L017,2026-01-09,20260105
ORD-028481,C02101,P052,2025-08-15,3,6434.91,livré,Tanger,Cash,L007,2025-08-18,20250815
ORD-028483,C04242,P048,2026-02-03,4,13396.47,retourné,Tanger,Transfer,L001,,20260203
ORD-028484,C04918,P005,2025-11-27,5,696.91,en_cours,Rabat,Cash,L016,,20251127
ORD-028489,C00449,P064,2025-07-04,2,4968.56,annulé,Tanger,Card,L016,,20250704
ORD-028490,C04551,P004,2025-10-28,5,8048.06,annulé,Oujda,Transfer,L016,,20251028
ORD-028494,C01549,P078,2025-10-05,4,7723.8,retourné,Fès,Card,L000,,20251005
ORD-028500,C03979,P072,2025-09-23,3,10547.78,livré,Fès,Transfer,L017,2025-09-24,20250923
ORD-028502,C02844,P075,2026-03-14,4,3441.58,en_cours,Tanger,Card,L018,,20260314
ORD-028506,C03315,P070,2026-04-07,3,6438.16,livré,Casablanca,Card,L002,2026-04-10,20260407
ORD-028507,C02250,P013,2025-06-18,5,5614.97,retourné,Agadir,Transfer,L008,,20250618
ORD-028510,C02015,P072,2025-11-12,1,10547.78,livré,Tanger,Transfer,L015,2025-11-15,20251112
ORD-028511,C00425,P023,2026-02-13,3,4457.65,retourné,Marrakech,Cash,L013,,20260213
ORD-028514,C02115,P093,2025-05-29,1,4435.51,en_cours,Tanger,Card,L000,,20250529
ORD-028515,C02018,P090,2026-03-16,5,11889.87,en_cours,Tanger,Transfer,L010,,20260316
ORD-028519,C00729,P033,2025-10-08,5,5311.64,annulé,Rabat,Transfer,L011,,20251008
ORD-028522,C01131,P040,2026-05-03,3,1918.04,retourné,Oujda,Cash,L010,,20260503
ORD-028524,C01248,P019,2026-01-21,1,12958.91,livré,Casablanca,Cash,L000,2026-01-26,20260121
ORD-028525,C04527,P065,2026-04-12,2,8042.6,livré,Marrakech,Cash,L015,2026-04-17,20260412
ORD-028529,C00708,P044,2026-03-20,4,6000.8,livré,Meknès,Card,L018,2026-03-23,20260320
ORD-028532,C02717,P008,2025-08-03,4,13697.91,en_cours,Fès,Transfer,L015,,20250803
ORD-028540,C01653,P075,2025-06-09,4,3441.58,retourné,Casablanca,Card,L016,,20250609
ORD-028541,C00976,P035,2025-07-04,4,3344.28,annulé,Marrakech,Card,L018,,20250704
ORD-028544,C00470,P015,2026-03-30,2,7919.83,en_cours,Fès,Card,L008,,20260330
ORD-028548,C04606,P011,2025-10-31,3,14137.04,en_cours,Rabat,Transfer,L020,,20251031
ORD-028551,C01653,P080,2025-08-07,2,9454.03,en_cours,Agadir,Transfer,L001,,20250807
ORD-028552,C00652,P011,2025-06-22,3,14137.04,annulé,Rabat,Transfer,L017,,20250622
ORD-028554,C02741,P047,2025-09-29,5,12599.54,livré,Marrakech,Card,L019,2025-10-04,20250929
ORD-028557,C00721,P036,2026-01-01,1,4186.26,en_cours,Agadir,Transfer,L016,,20260101
ORD-028560,C01653,P023,2025-06-06,3,4457.65,annulé,Fès,Card,L013,,20250606
ORD-028562,C00444,P046,2026-04-04,2,9193.66,retourné,Agadir,Card,L003,,20260404
ORD-028567,C03597,P068,2025-06-11,3,1720.17,en_cours,Agadir,Card,L008,,20250611
ORD-028577,C02476,P026,2026-03-11,4,3991.56,livré,Tanger,Card,L005,2026-03-15,20260311
ORD-028585,C00174,P036,2026-02-06,5,4186.26,livré,Fès,Transfer,L011,2026-02-10,20260206
ORD-028586,C04333,P016,2025-07-21,5,1823.85,retourné,Fès,Cash,L018,,20250721
ORD-028587,C03412,P007,2026-04-12,5,9603.6,en_cours,Tanger,Cash,L015,,20260412
ORD-028590,C01157,P055,2025-11-10,1,1724.7,livré,Oujda,Card,L013,2025-11-14,20251110
ORD-028591,C00381,P047,2026-02-03,4,12599.54,retourné,Oujda,Card,L004,,20260203
ORD-028596,C00587,P005,2026-01-30,3,696.91,annulé,Casablanca,Transfer,L012,,20260130
ORD-028597,C03821,P008,2026-02-06,1,13697.91,livré,Rabat,Transfer,L009,2026-02-07,20260206
ORD-028598,C03516,P005,2026-05-04,2,696.91,retourné,Rabat,Card,L003,,20260504
ORD-028599,C03463,P054,2025-05-11,2,9755.66,en_cours,Oujda,Cash,L002,,20250511
ORD-028603,C02705,P066,2025-12-03,3,4450.73,retourné,Casablanca,Card,L016,,20251203
ORD-028605,C04410,P022,2025-06-12,1,42.31,en_cours,Marrakech,Card,L011,,20250612
ORD-028612,C03382,P064,2026-03-23,4,4968.56,livré,Meknès,Transfer,L010,2026-03-27,20260323
ORD-028613,C00149,P046,2025-07-23,3,9193.66,en_cours,Agadir,Cash,L007,,20250723
ORD-028617,C00774,P051,2026-03-18,1,11974.15,OK,Casablanca,Cash,L011,,20260318
ORD-028618,C03769,P024,2026-04-29,5,862.62,annulé,Rabat,Card,L017,,20260429
ORD-028629,C04128,P058,2026-03-23,1,1043.66,annulé,Marrakech,Card,L004,,20260323
ORD-028633,C00799,P095,2025-12-01,5,10216.02,DONE,Agadir,Cash,L016,,20251201
ORD-028636,C03808,P002,2025-05-15,1,2990.58,retourné,Agadir,Card,L009,,20250515
ORD-028639,C04655,P038,2025-12-10,5,1743.53,livré,Tanger,Transfer,L005,2025-12-15,20251210
ORD-028640,C00599,P032,2025-10-21,3,5544.55,retourné,Oujda,Cash,L008,,20251021
ORD-028641,C02448,P036,2025-12-20,2,4186.26,livré,Marrakech,Cash,L012,2025-12-24,20251220
ORD-028650,C03839,P028,2025-10-01,4,8152.84,en_cours,Marrakech,Transfer,L000,,20251001
ORD-028651,C00377,P009,2026-03-15,2,8424.91,en_cours,Tanger,Card,L016,,20260315
ORD-028655,C04251,P058,2025-07-13,3,1043.66,DONE,Fès,Card,L000,,20250713
ORD-028656,C04808,P033,2025-08-08,2,5311.64,annulé,Agadir,Transfer,L001,,20250808
ORD-028665,C02000,P020,2025-08-13,5,6734.72,en_cours,Agadir,Cash,L000,,20250813
ORD-028666,C01936,P058,2025-05-19,2,1043.66,en_cours,Agadir,Cash,L000,,20250519
ORD-028670,C02787,P079,2026-02-26,3,11402.26,en_cours,Casablanca,Transfer,L012,,20260226
ORD-028672,C00130,P055,2026-03-26,4,1724.7,livré,Tanger,Transfer,L011,2026-03-30,20260326
ORD-028681,C02247,P097,2025-11-16,5,12372.1,en_cours,Meknès,Card,L001,,20251116
ORD-028686,C02533,P053,2026-02-07,2,4181.07,annulé,Agadir,Cash,L020,,20260207
ORD-028687,C01147,P056,2025-12-12,1,12291.32,en_cours,Marrakech,Cash,L018,,20251212
ORD-028690,C03454,P059,2025-06-12,5,11009.59,en_cours,Meknès,Cash,L016,,20250612
ORD-028692,C03167,P085,2026-01-18,1,12173.02,en_cours,Agadir,Transfer,L002,,20260118
ORD-028694,C03588,P087,2025-05-12,1,12786.6,retourné,Casablanca,Cash,L003,,20250512
ORD-028695,C03475,P042,2025-10-11,5,1281.09,en_cours,Marrakech,Transfer,L009,,20251011
ORD-028697,C02303,P090,2025-12-17,4,11889.87,livré,Tanger,Cash,L018,2025-12-19,20251217
ORD-028699,C03034,P097,2025-10-04,1,12372.1,retourné,Agadir,Card,L018,,20251004
ORD-028703,C01025,P092,2025-07-15,4,3758.97,livré,Marrakech,Cash,L006,2025-07-18,20250715
ORD-028706,C03990,P037,2025-11-30,4,14556.31,en_cours,Fès,Card,L010,,20251130
ORD-028711,C03581,P084,2026-04-27,5,2837.9,livré,Casablanca,Transfer,L002,2026-05-01,20260427
ORD-028712,C03348,P015,2025-06-03,3,7919.83,livré,Rabat,Card,L004,2025-06-05,20250603
ORD-028723,C01004,P093,2025-10-04,5,4435.51,annulé,Casablanca,Cash,L016,,20251004
ORD-028724,C04770,P047,2025-07-23,2,12599.54,annulé,Agadir,Cash,L019,,20250723
ORD-028726,C00717,P028,2025-10-30,3,8152.84,annulé,Rabat,Card,L013,,20251030
ORD-028728,C02861,P041,2025-06-24,4,8703.97,livré,Rabat,Card,L008,2025-06-25,20250624
ORD-028732,C04684,P079,2025-10-18,5,11402.26,livré,Rabat,Card,L015,2025-10-23,20251018
ORD-028740,C03501,P075,2025-11-09,4,3441.58,en_cours,Rabat,Cash,L019,,20251109
ORD-028742,C04614,P027,2025-09-17,3,1508.72,annulé,Rabat,Card,L016,,20250917
ORD-028744,C03645,P020,2025-05-13,2,6734.72,retourné,Meknès,Card,L016,,20250513
ORD-028747,C02177,P097,2025-10-28,3,12372.1,retourné,Rabat,Transfer,L016,,20251028
ORD-028748,C04218,P060,2025-11-24,2,14019.98,retourné,Marrakech,Transfer,L000,,20251124
ORD-028750,C00200,P075,2026-01-21,2,3441.58,livré,Marrakech,Transfer,L020,2026-01-23,20260121
ORD-028755,C02014,P060,2025-09-18,1,14019.98,en_cours,Agadir,Cash,L009,,20250918
ORD-028759,C01307,P076,2025-12-02,2,8784.09,en_cours,Meknès,Cash,L020,,20251202
ORD-028764,C03754,P049,2025-12-07,3,6994.21,annulé,Tanger,Cash,L012,,20251207
ORD-028765,C02083,P022,2025-06-01,4,42.31,en_cours,Fès,Cash,L011,,20250601
ORD-028766,C01617,P067,2025-12-11,3,13028.23,en_cours,Marrakech,Card,L011,,20251211
ORD-028771,C02692,P092,2025-05-15,1,3758.97,livré,Oujda,Transfer,L020,2025-05-17,20250515
ORD-028774,C02650,P057,2025-09-30,1,10362.31,retourné,Marrakech,Cash,L014,,20250930
ORD-028784,C01194,P090,2025-05-17,4,11889.87,livré,Oujda,Card,L006,2025-05-19,20250517
ORD-028786,C02694,P090,2025-05-14,5,11889.87,livré,Oujda,Card,L009,2025-05-16,20250514
ORD-028787,C02114,P093,2025-05-22,2,4435.51,en_cours,Fès,Card,L015,,20250522
ORD-028790,C00524,P086,2026-03-25,3,7894.01,annulé,Marrakech,Transfer,L019,,20260325
ORD-028796,C04167,P045,2026-01-04,2,3745.48,annulé,Rabat,Cash,L011,,20260104
ORD-028797,C00337,P082,2025-07-19,3,8273.46,livré,Agadir,Transfer,L008,2025-07-21,20250719
ORD-028800,C03988,P008,2026-01-20,2,13697.91,livré,Meknès,Card,L001,2026-01-21,20260120
ORD-028802,C00109,P060,2025-08-17,1,14019.98,retourné,Tanger,Card,L019,,20250817
ORD-028807,C01666,P038,2025-12-11,4,1743.53,livré,Fès,Transfer,L019,2025-12-16,20251211
ORD-028808,C00309,P081,2025-06-18,4,6927.1,livré,Marrakech,Card,L002,2025-06-23,20250618
ORD-028815,C03897,P043,2025-10-05,3,376.14,retourné,Meknès,Card,L013,,20251005
ORD-028820,C00386,P039,2025-08-06,2,9966.92,livré,Meknès,Cash,L020,2025-08-10,20250806
ORD-028823,C03721,P011,2026-02-28,2,14137.04,en_cours,Tanger,Cash,L007,,20260228
ORD-028824,C03421,P020,2025-08-21,3,6734.72,livré,Marrakech,Cash,L000,2025-08-26,20250821
ORD-028836,C03312,P037,2026-02-20,3,14556.31,retourné,Agadir,Card,L006,,20260220
ORD-028839,C00985,P050,2025-10-28,5,4486.2,retourné,Rabat,Transfer,L018,,20251028
ORD-028840,C01237,P035,2025-07-06,1,3344.28,annulé,Tanger,Card,L009,,20250706
ORD-028845,C03672,P098,2025-09-07,1,14699.33,retourné,Tanger,Transfer,L018,,20250907
ORD-028846,C03659,P033,2026-04-03,2,5311.64,retourné,Oujda,Cash,L012,,20260403
ORD-028847,C02635,P020,2025-12-30,3,6734.72,en_cours,Rabat,Transfer,L018,,20251230
ORD-028851,C03453,P036,2025-09-03,2,4186.26,annulé,Marrakech,Card,L010,,20250903
ORD-028853,C01501,P053,2025-08-15,2,4181.07,retourné,Agadir,Transfer,L000,,20250815
ORD-028856,C04272,P053,2025-12-03,1,4181.07,en_cours,Oujda,Cash,L018,,20251203
ORD-028863,C00598,P008,2026-02-25,5,13697.91,en_cours,Agadir,Card,L005,,20260225
ORD-028870,C01365,P051,2025-06-11,4,11974.15,DONE,Marrakech,Card,L000,,20250611
ORD-028877,C00065,P031,2026-04-19,5,6633.11,livré,Casablanca,Card,L003,2026-04-24,20260419
ORD-028879,C03088,P018,2025-12-20,2,13236.92,annulé,Oujda,Cash,L012,,20251220
ORD-028880,C03295,P052,2025-06-09,4,6434.91,en_cours,Fès,Card,L012,,20250609
ORD-028886,C01963,P069,2025-05-28,2,1286.86,retourné,Agadir,Cash,L005,,20250528
ORD-028895,C02456,P049,2025-08-03,4,6994.21,annulé,Rabat,Transfer,L017,,20250803
ORD-028903,C01516,P064,2025-08-16,2,4968.56,retourné,Meknès,Cash,L019,,20250816
ORD-028907,C03500,P040,2026-02-17,4,1918.04,annulé,Fès,Card,L001,,20260217
ORD-028908,C02965,P048,2026-02-24,4,13396.47,livré,Agadir,Cash,L017,2026-02-25,20260224
ORD-028909,C01497,P003,2025-05-14,4,2340.64,en_cours,Meknès,Transfer,L001,,20250514
ORD-028913,C02843,P062,2025-06-07,1,2873.94,annulé,Marrakech,Cash,L008,,20250607
ORD-028914,C03713,P100,2026-05-08,1,957.62,livré,Marrakech,Transfer,L011,2026-05-09,20260508
ORD-028924,C01803,P014,2025-10-19,1,8514.68,en_cours,Fès,Card,L002,,20251019
ORD-028925,C02410,P093,2025-07-28,3,4435.51,retourné,Agadir,Transfer,L005,,20250728
ORD-028926,C02330,P095,2025-08-29,1,10216.02,retourné,Tanger,Transfer,L015,,20250829
ORD-028928,C04886,P010,2025-07-12,1,716.27,retourné,Tanger,Transfer,L014,,20250712
ORD-028929,C04719,P051,2025-07-10,1,11974.15,annulé,Tanger,Transfer,L001,,20250710
ORD-028930,C03572,P069,2025-08-19,5,1286.86,retourné,Fès,Card,L020,,20250819
ORD-028931,C01039,P066,2025-10-27,5,4450.73,retourné,Casablanca,Transfer,L002,,20251027
ORD-028932,C01947,P080,2026-02-23,2,9454.03,livré,Meknès,Transfer,L016,2026-02-24,20260223
ORD-028934,C01615,P066,2026-05-05,3,4450.73,en_cours,Tanger,Card,L016,,20260505
ORD-028936,C00330,P027,2025-10-17,3,1508.72,annulé,Agadir,Transfer,L004,,20251017
ORD-028942,C02238,P096,2025-07-07,4,4433.71,livré,Marrakech,Cash,L000,2025-07-12,20250707
ORD-028944,C04770,P079,2026-02-20,5,11402.26,KO,Agadir,Cash,L000,,20260220
ORD-028951,C00750,P054,2026-03-14,1,9755.66,annulé,Fès,Card,L013,,20260314
ORD-028952,C04055,P038,2025-09-12,2,1743.53,retourné,Rabat,Cash,L013,,20250912
ORD-028956,C00160,P066,2025-10-23,2,4450.73,livré,Fès,Card,L005,2025-10-24,20251023
ORD-028963,C04831,P046,2026-01-27,5,9193.66,livré,Oujda,Transfer,L019,2026-01-30,20260127
ORD-028966,C01817,P085,2025-08-28,3,12173.02,DONE,Meknès,Cash,L005,,20250828
ORD-028968,C03985,P055,2025-12-19,5,1724.7,retourné,Meknès,Transfer,L017,,20251219
ORD-028971,C04396,P016,2026-04-15,1,1823.85,OK,Agadir,Card,L018,,20260415
ORD-028974,C01955,P084,2025-10-01,1,2837.9,annulé,Fès,Transfer,L017,,20251001
ORD-028975,C02892,P019,2025-11-10,5,12958.91,livré,Agadir,Cash,L001,2025-11-15,20251110
ORD-028977,C03073,P033,2025-08-11,5,5311.64,annulé,Rabat,Transfer,L019,,20250811
ORD-028980,C03674,P077,2026-02-03,1,10408.17,retourné,Meknès,Cash,L000,,20260203
ORD-028981,C04388,P070,2025-07-13,2,6438.16,retourné,Oujda,Transfer,L005,,20250713
ORD-028986,C04940,P070,2026-01-30,3,6438.16,en_cours,Meknès,Card,L015,,20260130
ORD-028987,C01758,P015,2025-10-04,4,7919.83,en_cours,Meknès,Card,L009,,20251004
ORD-028991,C03608,P023,2025-07-23,1,4457.65,livré,Marrakech,Card,L009,2025-07-27,20250723
ORD-028992,C01158,P004,2025-08-02,2,8048.06,annulé,Oujda,Cash,L019,,20250802
ORD-028998,C03510,P029,2025-12-01,4,11138.83,DONE,Rabat,Transfer,L007,,20251201
ORD-029003,C04898,P078,2026-01-20,5,7723.8,annulé,Marrakech,Card,L001,,20260120
ORD-029005,C02464,P096,2026-02-18,2,4433.71,en_cours,Oujda,Card,L004,,20260218
