id_commande,id_date,id_client,sk_produit,id_region,id_livreur,quantite,prix_unitaire,montant_ttc,statut
ORD-020043,20250720,C02374,55,6,-1,2,1724.7,3449.4,livré
ORD-020044,20260426,C02588,64,6,L009,5,4968.56,24842.800000000003,en_cours
ORD-020045,20260315,C02065,3,5,L010,5,2340.64,11703.199999999999,en_cours
ORD-020046,20260126,C01718,62,4,L016,5,2873.94,14369.7,livré
ORD-020047,20260125,C02636,63,2,L011,3,268.48,805.44,retourné
ORD-020048,20260503,C04244,7,1,L012,4,9603.6,38414.4,en_cours
ORD-020049,20251029,C00748,30,7,L005,1,12693.09,12693.09,retourné
ORD-020050,20251130,C04525,44,4,L008,2,6000.8,12001.6,en_cours
ORD-020051,20251203,C03446,90,0,L010,3,11889.87,35669.61,retourné
ORD-020052,20250608,C03492,5,2,L012,5,696.91,3484.5499999999997,retourné
ORD-020053,20260320,C03341,84,0,L018,3,2837.9,8513.7,retourné
ORD-020054,20260514,C01057,60,0,L013,5,14019.98,70099.9,annulé
ORD-020055,20260429,C02528,82,2,L004,4,8273.46,33093.84,retourné
ORD-020056,20250923,C00012,40,6,L002,4,1918.04,7672.16,retourné
ORD-020057,20250622,C00872,78,6,L006,2,7723.8,15447.6,livré
ORD-020058,20251106,C02254,10,5,L017,3,716.27,2148.81,livré
ORD-020059,20260505,C00947,43,2,L011,3,376.14,1128.42,annulé
ORD-020060,20251014,C03915,8,2,L015,4,13697.91,54791.64,annulé
ORD-020061,20250721,C01622,81,2,L008,4,6927.1,27708.4,livré
ORD-020062,20250608,C04892,64,7,L009,2,4968.56,9937.12,en_cours
ORD-020063,20260128,C02960,96,4,L013,3,4433.71,13301.130000000001,livré
ORD-020065,20251030,C01916,97,4,L018,1,12372.1,12372.1,livré
ORD-020066,20251105,C03588,67,7,L004,2,13028.23,26056.46,livré
ORD-020067,20250917,C02477,32,4,L010,2,5544.55,11089.1,livré
ORD-020068,20260423,C04300,77,7,L012,2,10408.17,20816.34,en_cours
ORD-020069,20260112,C00302,45,5,L015,4,3745.48,14981.92,livré
ORD-020070,20250904,C04075,58,3,L012,5,1043.66,5218.3,en_cours
ORD-020071,20250910,C01268,68,3,L020,4,1720.17,6880.68,annulé
ORD-020072,20251006,C04135,26,4,L017,3,3991.56,11974.68,annulé
ORD-020073,20260503,C01096,78,6,L017,3,7723.8,23171.4,retourné
ORD-020074,20251203,C04879,92,1,L010,3,3758.97,11276.91,retourné
ORD-020075,20250627,C04657,86,0,L009,4,7894.01,31576.04,en_cours
ORD-020076,20251113,C02136,71,3,L008,5,2615.47,13077.349999999999,livré
ORD-020079,20251023,C03404,36,4,L017,3,4186.26,12558.78,livré
ORD-020080,20251114,C04669,94,5,L019,2,12494.26,24988.52,livré
ORD-020081,20251113,C01227,15,4,-1,5,7919.83,39599.15,en_cours
ORD-020082,20260320,C00495,11,1,L020,5,14137.04,70685.20000000001,livré
ORD-020084,20251026,C02021,31,2,L003,2,6633.11,13266.22,livré
ORD-020085,20260108,C03878,42,6,L008,3,1281.09,3843.2699999999995,en_cours
ORD-020086,20260228,C02936,48,6,L001,1,13396.47,13396.47,retourné
ORD-020088,20251228,C02028,8,4,L014,3,13697.91,41093.729999999996,annulé
ORD-020089,20260130,C00551,59,7,L019,5,11009.59,55047.95,en_cours
ORD-020090,20260320,C02989,28,0,L003,3,8152.84,24458.52,en_cours
ORD-020092,20260313,C02372,62,6,L012,3,2873.94,8621.82,livré
ORD-020093,20260307,C02732,10,4,L008,5,716.27,3581.35,retourné
ORD-020094,20260104,C00628,27,6,L013,3,1508.72,4526.16,retourné
ORD-020095,20260312,C03751,94,0,L016,2,12494.26,24988.52,annulé
ORD-020096,20250807,C01253,70,0,-1,1,6438.16,6438.16,retourné
ORD-020097,20250821,C02012,51,1,L012,5,11974.15,59870.75,retourné
ORD-020098,20250712,C01982,40,7,L016,3,1918.04,5754.12,livré
ORD-020099,20260206,C00810,74,3,L019,5,10333.28,51666.4,livré
ORD-020100,20260512,C04442,97,6,L020,5,12372.1,61860.5,retourné
ORD-020101,20250602,C01738,72,6,L012,4,10547.78,42191.12,retourné
ORD-020102,20250619,C04159,68,5,L015,4,1720.17,6880.68,annulé
ORD-020103,20250902,C04433,9,0,L014,1,8424.91,8424.91,livré
ORD-020104,20260201,C04591,48,7,L009,3,13396.47,40189.409999999996,retourné
ORD-020105,20251204,C01483,94,0,L007,2,12494.26,24988.52,annulé
ORD-020106,20251211,C04509,93,2,L020,3,4435.51,13306.53,retourné
ORD-020107,20251027,C01038,44,2,L008,2,6000.8,12001.6,livré
ORD-020108,20260224,C01807,40,4,L014,3,1918.04,5754.12,livré
ORD-020109,20260317,C03192,62,3,L017,1,2873.94,2873.94,en_cours
ORD-020110,20260313,C01287,80,4,L013,5,9454.03,47270.15,livré
ORD-020111,20260109,C04479,53,1,L014,4,4181.07,16724.28,livré
ORD-020112,20260205,C02486,28,6,L005,2,8152.84,16305.68,en_cours
ORD-020113,20250706,C04424,72,6,L020,4,10547.78,42191.12,retourné
ORD-020114,20260417,C00851,74,5,L004,3,10333.28,30999.840000000004,livré
ORD-020116,20250624,C01858,67,0,L019,2,13028.23,26056.46,annulé
ORD-020117,20250929,C04711,18,5,L010,5,13236.92,66184.6,en_cours
ORD-020118,20260503,C03232,34,2,L017,3,13868.06,41604.18,annulé
ORD-020119,20251022,C00006,63,3,L003,1,268.48,268.48,retourné
ORD-020120,20260305,C02393,24,5,L008,1,862.62,862.62,en_cours
ORD-020121,20250816,C02503,24,6,L019,3,862.62,2587.86,livré
ORD-020123,20250813,C00656,79,4,L006,2,11402.26,22804.52,livré
ORD-020124,20250618,C01127,52,2,L005,1,6434.91,6434.91,retourné
ORD-020125,20250714,C04914,39,0,L017,3,9966.92,29900.760000000002,livré
ORD-020126,20260303,C02500,71,5,L008,4,2615.47,10461.88,annulé
ORD-020127,20260220,C04975,58,7,L015,2,1043.66,2087.32,en_cours
ORD-020128,20260504,C00775,72,3,L004,2,10547.78,21095.56,livré
ORD-020129,20251208,C03097,49,2,L018,3,6994.21,20982.63,retourné
ORD-020130,20251231,C01588,12,6,L001,1,10834.16,10834.16,livré
ORD-020131,20251018,C02245,96,5,L003,2,4433.71,8867.42,retourné
ORD-020132,20250617,C01642,33,6,L016,3,5311.64,15934.920000000002,annulé
ORD-020133,20251031,C01123,77,1,L003,4,10408.17,41632.68,retourné
ORD-020135,20251020,C03396,3,2,L018,4,2340.64,9362.56,en_cours
ORD-020136,20250610,C02509,29,7,L005,2,11138.83,22277.66,en_cours
ORD-020137,20250721,C01311,50,3,L010,2,4486.2,8972.4,retourné
ORD-020138,20251026,C04272,61,2,L014,5,12765.78,63828.9,livré
ORD-020139,20251116,C02847,35,0,L006,1,3344.28,3344.28,annulé
ORD-020140,20260124,C01637,95,2,L010,3,10216.02,30648.06,livré
ORD-020141,20260107,C00844,39,4,L001,3,9966.92,29900.760000000002,en_cours
ORD-020142,20260207,C00879,72,4,L003,5,10547.78,52738.9,retourné
ORD-020143,20250811,C01409,1,1,L007,4,2101.67,8406.68,livré
ORD-020144,20260308,C03641,71,3,L002,2,2615.47,5230.94,livré
ORD-020145,20251103,C00518,18,5,L001,2,13236.92,26473.84,livré
ORD-020146,20251011,C00351,27,7,L009,2,1508.72,3017.44,en_cours
ORD-020147,20251129,C01034,54,0,L011,5,9755.66,48778.3,livré
ORD-020149,20260518,C01686,16,5,L012,4,1823.85,7295.4,retourné
ORD-020150,20260126,C01714,43,1,L014,3,376.14,1128.42,retourné
ORD-020151,20251026,C03102,22,7,L007,5,42.31,211.55,en_cours
ORD-020152,20250604,C01456,7,4,L006,1,9603.6,9603.6,retourné
ORD-020153,20250622,C02356,15,6,L006,3,7919.83,23759.489999999998,livré
ORD-020154,20250724,C01931,62,7,L011,5,2873.94,14369.7,annulé
ORD-020155,20251001,C00892,74,6,L009,1,10333.28,10333.28,en_cours
ORD-020156,20250719,C01587,49,1,-1,1,6994.21,6994.21,annulé
ORD-020157,20250812,C00725,28,6,-1,1,8152.84,8152.84,en_cours
ORD-020158,20260325,C02043,59,4,L007,5,11009.59,55047.95,livré
ORD-020159,20250815,C03501,37,1,L020,4,14556.31,58225.24,en_cours
ORD-020160,20251030,C03137,26,5,L013,1,3991.56,3991.56,retourné
ORD-020161,20250929,C02959,16,4,L015,2,1823.85,3647.7,annulé
ORD-020162,20260103,C02474,41,1,L019,2,8703.97,17407.94,en_cours
ORD-020163,20250523,C03929,66,4,L016,3,4450.73,13352.189999999999,livré
ORD-020164,20250725,C03707,90,6,L005,5,11889.87,59449.350000000006,retourné
ORD-020165,20260308,C02061,19,6,L005,3,12958.91,38876.729999999996,en_cours
ORD-020166,20251126,C03126,70,3,L006,5,6438.16,32190.8,en_cours
ORD-020168,20251102,C04011,52,0,L020,1,6434.91,6434.91,livré
ORD-020169,20260520,C03397,60,4,L017,4,14019.98,56079.92,retourné
ORD-020170,20260126,C03148,68,7,L005,3,1720.17,5160.51,annulé
ORD-020171,20250607,C04874,9,7,L019,5,8424.91,42124.55,livré
ORD-020172,20251102,C02588,72,3,L006,2,10547.78,21095.56,annulé
ORD-020173,20260220,C03064,57,2,L015,4,10362.31,41449.24,retourné
ORD-020174,20260204,C01845,32,1,L016,4,5544.55,22178.2,annulé
ORD-020175,20250924,C02989,78,6,L009,4,7723.8,30895.2,livré
ORD-020176,20250903,C04277,19,6,L017,1,12958.91,12958.91,retourné
ORD-020177,20260511,C00201,21,0,L001,5,14989.24,74946.2,annulé
ORD-020178,20251106,C04081,74,3,L009,5,10333.28,51666.4,en_cours
ORD-020179,20250803,C00672,39,1,-1,1,9966.92,9966.92,livré
ORD-020181,20251231,C02321,24,1,L002,4,862.62,3450.48,livré
ORD-020182,20250717,C00422,85,0,L011,1,12173.02,12173.02,en_cours
ORD-020183,20250709,C03993,84,6,L004,5,2837.9,14189.5,livré
ORD-020185,20260125,C02615,92,5,L007,3,3758.97,11276.91,livré
ORD-020187,20260305,C02584,81,5,L004,5,6927.1,34635.5,annulé
ORD-020189,20250926,C03860,53,6,L010,5,4181.07,20905.35,en_cours
ORD-020190,20260123,C00238,78,1,L010,3,7723.8,23171.4,livré
ORD-020191,20260131,C01781,50,0,L005,3,4486.2,13458.599999999999,livré
ORD-020192,20260212,C03082,77,7,L018,1,10408.17,10408.17,annulé
ORD-020193,20260414,C00667,48,6,L001,4,13396.47,53585.88,annulé
ORD-020194,20260510,C00435,4,2,L006,3,8048.06,24144.18,annulé
ORD-020195,20250908,C02015,98,4,L016,5,14699.33,73496.65,annulé
ORD-020196,20260103,C01947,50,0,L001,1,4486.2,4486.2,retourné
ORD-020197,20250712,C01320,92,7,L020,4,3758.97,15035.88,annulé
ORD-020198,20251215,C03821,7,0,L002,3,9603.6,28810.800000000003,livré
ORD-020199,20251223,C04020,37,3,L013,4,14556.31,58225.24,livré
ORD-020200,20260218,C03172,70,4,L020,2,6438.16,12876.32,en_cours
ORD-020201,20251203,C03211,47,5,L019,2,12599.54,25199.08,annulé
ORD-020202,20260323,C00242,60,7,-1,2,14019.98,28039.96,annulé
ORD-020204,20260125,C00001,64,0,L018,2,4968.56,9937.12,livré
ORD-020205,20260328,C00825,37,5,L019,4,14556.31,58225.24,retourné
ORD-020206,20250523,C03368,38,7,L006,2,1743.53,3487.06,annulé
ORD-020208,20251105,C00767,18,6,L017,3,13236.92,39710.76,retourné
ORD-020209,20251208,C02378,93,1,L012,1,4435.51,4435.51,livré
ORD-020210,20260228,C04041,71,3,L007,1,2615.47,2615.47,retourné
ORD-020211,20260310,C04633,73,7,L009,3,3991.83,11975.49,annulé
ORD-020213,20250818,C01626,73,1,L005,2,3991.83,7983.66,annulé
ORD-020214,20260521,C02608,7,3,L012,5,9603.6,48018.0,annulé
ORD-020215,20250531,C03597,66,2,L016,1,4450.73,4450.73,livré
ORD-020216,20250927,C03406,8,5,L016,3,13697.91,41093.729999999996,livré
ORD-020217,20260221,C03032,30,7,L019,2,12693.09,25386.18,retourné
ORD-020218,20250911,C01562,34,2,-1,3,13868.06,41604.18,retourné
ORD-020219,20260321,C02014,28,6,L020,4,8152.84,32611.36,retourné
ORD-020221,20251026,C02277,80,7,L001,5,9454.03,47270.15,livré
ORD-020222,20260216,C00193,84,0,L009,3,2837.9,8513.7,annulé
ORD-020223,20260126,C03476,48,0,L007,5,13396.47,66982.34999999999,retourné
ORD-020224,20250618,C03880,7,3,L014,4,9603.6,38414.4,retourné
ORD-020226,20251208,C03326,62,3,L019,3,2873.94,8621.82,en_cours
ORD-020227,20250521,C00949,69,5,L011,1,1286.86,1286.86,retourné
ORD-020228,20250930,C04967,20,1,L012,5,6734.72,33673.6,livré
ORD-020229,20250917,C03244,32,1,L018,1,5544.55,5544.55,retourné
ORD-020230,20250704,C02412,57,6,-1,3,10362.31,31086.93,retourné
ORD-020231,20251202,C00269,80,1,L008,3,9454.03,28362.090000000004,annulé
ORD-020232,20260203,C03189,6,5,L016,3,5559.01,16677.03,en_cours
ORD-020233,20250714,C03265,94,4,L018,1,12494.26,12494.26,livré
ORD-020234,20260101,C04626,55,5,L011,4,1724.7,6898.8,livré
ORD-020235,20251226,C00074,30,5,L003,4,12693.09,50772.36,annulé
ORD-020237,20260105,C01310,32,0,L007,4,5544.55,22178.2,annulé
ORD-020238,20260306,C00875,30,1,-1,2,12693.09,25386.18,en_cours
ORD-020239,20251215,C01962,59,5,L009,2,11009.59,22019.18,en_cours
ORD-020240,20260224,C30770,79,4,L012,4,11402.26,45609.04,livré
ORD-020243,20260120,C01555,86,4,L008,5,7894.01,39470.05,livré
ORD-020244,20260214,C04246,6,4,L018,5,5559.01,27795.050000000003,en_cours
ORD-020245,20251106,C03028,18,0,L001,5,13236.92,66184.6,annulé
ORD-020246,20250721,C00029,74,7,L017,3,10333.28,30999.840000000004,annulé
ORD-020247,20260509,C04706,32,3,L006,3,5544.55,16633.65,livré
ORD-020248,20250722,C03502,64,1,L001,2,4968.56,9937.12,livré
ORD-020249,20251126,C01179,7,7,L005,4,9603.6,38414.4,retourné
ORD-020250,20250523,C01910,84,5,L017,2,2837.9,5675.8,en_cours
ORD-020251,20260322,C03376,57,2,L002,5,10362.31,51811.549999999996,en_cours
ORD-020252,20250626,C03264,73,5,L006,5,3991.83,19959.15,livré
ORD-020253,20260110,C03352,33,4,L003,3,5311.64,15934.920000000002,annulé
ORD-020255,20251117,C04024,29,0,L012,5,11138.83,55694.15,livré
ORD-020256,20260207,C03610,5,5,L011,5,696.91,3484.5499999999997,annulé
ORD-020257,20260120,C00438,42,4,-1,4,1281.09,5124.36,en_cours
ORD-020258,20250725,C02581,45,7,L006,2,3745.48,7490.96,retourné
ORD-020259,20260327,C02140,82,7,L010,3,8273.46,24820.379999999997,annulé
ORD-020260,20251228,C00832,26,1,L006,2,3991.56,7983.12,en_cours
ORD-020261,20260428,C01957,75,2,L017,1,3441.58,3441.58,retourné
ORD-020262,20251229,C03208,36,1,L002,3,4186.26,12558.78,retourné
ORD-020263,20260127,C02362,49,3,L013,5,6994.21,34971.05,annulé
ORD-020264,20260402,C02471,97,7,L009,1,12372.1,12372.1,annulé
ORD-020265,20260307,C01364,82,2,L005,4,8273.46,33093.84,en_cours
ORD-020266,20260115,C02238,84,4,L007,3,2837.9,8513.7,en_cours
ORD-020267,20250924,C03036,3,6,L001,1,2340.64,2340.64,en_cours
ORD-020268,20251015,C03659,40,1,L009,1,1918.04,1918.04,livré
ORD-020269,20251222,C04327,28,6,L012,1,8152.84,8152.84,annulé
ORD-020270,20250926,C01765,19,4,L014,3,12958.91,38876.729999999996,retourné
ORD-020271,20251021,C02610,96,1,L017,3,4433.71,13301.130000000001,annulé
ORD-020272,20250524,C00596,24,3,L009,2,862.62,1725.24,en_cours
ORD-020273,20260521,C03565,11,0,L013,3,14137.04,42411.12,livré
ORD-020274,20251008,C03057,79,5,L010,3,11402.26,34206.78,en_cours
ORD-020276,20251110,C02912,22,0,L015,4,42.31,169.24,en_cours
ORD-020277,20260110,C01913,74,5,L012,1,10333.28,10333.28,annulé
ORD-020278,20260424,C02908,82,3,L010,5,8273.46,41367.299999999996,annulé
ORD-020279,20251018,C01501,34,1,L006,4,13868.06,55472.24,en_cours
ORD-020280,20250524,C04165,69,0,L007,3,1286.86,3860.58,livré
ORD-020281,20250616,C03677,70,1,L016,2,6438.16,12876.32,en_cours
ORD-020282,20251211,C03341,12,4,L008,1,10834.16,10834.16,annulé
ORD-020283,20250907,C00969,96,6,L013,1,4433.71,4433.71,en_cours
ORD-020284,20251028,C02414,27,7,L011,3,1508.72,4526.16,en_cours
ORD-020285,20260330,C02796,56,0,L005,3,12291.32,36873.96,annulé
ORD-020286,20260107,C00462,9,6,L001,1,8424.91,8424.91,en_cours
ORD-020287,20251220,C03407,51,1,L010,5,11974.15,59870.75,livré
ORD-020288,20260405,C03347,46,4,L014,3,9193.66,27580.98,en_cours
ORD-020289,20251018,C03377,85,3,L018,2,12173.02,24346.04,livré
ORD-020290,20260228,C03371,61,6,L001,4,12765.78,51063.12,en_cours
ORD-020291,20250630,C03834,14,0,L008,4,8514.68,34058.72,en_cours
ORD-020292,20250707,C00802,9,3,L003,3,8424.91,25274.73,en_cours
ORD-020293,20260308,C03275,41,7,L010,2,8703.97,17407.94,retourné
ORD-020294,20250703,C00679,70,4,L009,5,6438.16,32190.8,annulé
ORD-020295,20260411,C03045,64,1,L010,4,4968.56,19874.24,annulé
ORD-020296,20260422,C04553,100,3,L011,1,957.62,957.62,en_cours
ORD-020297,20250609,C01774,55,1,L003,1,1724.7,1724.7,annulé
ORD-020298,20260309,C03401,79,1,L004,4,11402.26,45609.04,livré
ORD-020299,20260318,C04431,65,0,L016,5,8042.6,40213.0,annulé
ORD-020300,20260215,C03648,10,7,L014,2,716.27,1432.54,en_cours
ORD-020301,20260329,C01493,66,2,L013,3,4450.73,13352.189999999999,retourné
ORD-020302,20260407,C02065,58,4,L008,3,1043.66,3130.9800000000005,retourné
ORD-020303,20260327,C01866,68,4,L007,4,1720.17,6880.68,retourné
ORD-020304,20260410,C02298,33,7,L006,4,5311.64,21246.56,en_cours
ORD-020305,20250926,C04947,92,0,L010,3,3758.97,11276.91,en_cours
ORD-020306,20260513,C04039,19,4,L011,3,12958.91,38876.729999999996,livré
ORD-020307,20260228,C04086,44,4,L018,4,6000.8,24003.2,livré
ORD-020308,20251106,C03018,69,6,L003,2,1286.86,2573.72,livré
ORD-020309,20260224,C00956,84,1,L015,3,2837.9,8513.7,annulé
ORD-020310,20260405,C03973,100,2,L015,5,957.62,4788.1,livré
ORD-020311,20260130,C03549,50,1,L011,1,4486.2,4486.2,en_cours
ORD-020312,20250917,C04188,64,5,L012,2,4968.56,9937.12,livré
ORD-020313,20260209,C00523,58,2,L010,5,1043.66,5218.3,annulé
ORD-020314,20250905,C00829,64,4,L015,2,4968.56,9937.12,annulé
ORD-020315,20250530,C03375,61,0,L009,1,12765.78,12765.78,annulé
ORD-020316,20250820,C03604,39,4,L015,1,9966.92,9966.92,retourné
ORD-020317,20260127,C03285,79,1,L016,2,11402.26,22804.52,annulé
ORD-020318,20251013,C02015,9,7,-1,3,8424.91,25274.73,en_cours
ORD-020319,20251207,C00283,92,1,-1,3,3758.97,11276.91,en_cours
ORD-020320,20250625,C00881,14,6,L006,1,8514.68,8514.68,retourné
ORD-020321,20260215,C93107,71,5,L019,2,2615.47,5230.94,annulé
ORD-020322,20250926,C02519,99,7,L001,2,10088.39,20176.78,annulé
ORD-020323,20260406,C03952,44,2,L004,2,6000.8,12001.6,livré
ORD-020324,20260428,C03720,55,7,L019,1,1724.7,1724.7,annulé
ORD-020325,20250628,C00416,14,1,L020,5,8514.68,42573.4,retourné
ORD-020326,20251123,C00910,96,0,L014,1,4433.71,4433.71,annulé
ORD-020327,20251225,C00395,38,4,L004,3,1743.53,5230.59,annulé
ORD-020328,20250604,C00048,11,6,L001,4,14137.04,56548.16,en_cours
ORD-020330,20251115,C01940,40,2,L006,3,1918.04,5754.12,annulé
ORD-020331,20260217,C29001,49,6,L012,5,6994.21,34971.05,annulé
ORD-020332,20260312,C01968,57,5,L010,5,10362.31,51811.549999999996,annulé
ORD-020333,20250831,C00988,20,7,L001,2,6734.72,13469.44,livré
ORD-020334,20251005,C04409,100,0,L003,4,957.62,3830.48,livré
ORD-020335,20260305,C04814,94,5,L017,4,12494.26,49977.04,livré
ORD-020336,20251121,C04229,67,6,L010,2,13028.23,26056.46,annulé
ORD-020337,20250825,C00049,27,1,L003,1,1508.72,1508.72,livré
ORD-020339,20260326,C00166,39,2,L009,5,9966.92,49834.6,livré
ORD-020340,20260219,C04770,2,6,-1,3,2990.58,8971.74,en_cours
ORD-020341,20251115,C02615,63,4,L019,3,268.48,805.44,en_cours
ORD-020343,20251106,C03889,54,3,L015,3,9755.66,29266.98,retourné
ORD-020344,20250808,C01895,83,0,L015,4,4485.35,17941.4,en_cours
ORD-020345,20251120,C02123,62,2,L005,2,2873.94,5747.88,retourné
ORD-020346,20251021,C01920,96,0,L020,4,4433.71,17734.84,annulé
ORD-020347,20251214,C01055,52,6,-1,2,6434.91,12869.82,annulé
ORD-020348,20251013,C01168,54,4,L001,4,9755.66,39022.64,annulé
ORD-020349,20260509,C03562,93,0,L013,2,4435.51,8871.02,livré
ORD-020350,20260507,C00430,38,1,L014,5,1743.53,8717.65,livré
ORD-020351,20250730,C03631,19,5,L018,1,12958.91,12958.91,livré
ORD-020352,20250907,C02077,50,1,L009,1,4486.2,4486.2,livré
ORD-020353,20260418,C03805,74,6,L016,4,10333.28,41333.12,annulé
ORD-020354,20260504,C01515,32,2,L009,3,5544.55,16633.65,retourné
ORD-020355,20260316,C03592,14,1,L014,5,8514.68,42573.4,annulé
ORD-020356,20250612,C02192,57,3,L011,4,10362.31,41449.24,annulé
ORD-020357,20260214,C04136,98,0,L005,4,14699.33,58797.32,en_cours
ORD-020358,20250717,C01806,52,4,L006,1,6434.91,6434.91,retourné
ORD-020359,20260306,C03720,11,0,L013,5,14137.04,70685.20000000001,livré
ORD-020360,20250806,C00657,9,0,L003,3,8424.91,25274.73,livré
ORD-020361,20251229,C02961,81,2,L011,2,6927.1,13854.2,livré
ORD-020362,20251217,C03176,31,3,L015,3,6633.11,19899.329999999998,retourné
ORD-020363,20251019,C00668,90,2,L005,3,11889.87,35669.61,en_cours
ORD-020364,20250716,C01084,78,6,L017,5,7723.8,38619.0,livré
ORD-020365,20250707,C04072,54,2,-1,3,9755.66,29266.98,retourné
ORD-020366,20250915,C00239,61,3,L008,4,12765.78,51063.12,livré
ORD-020367,20260404,C04979,56,5,L012,1,12291.32,12291.32,annulé
ORD-020368,20250529,C02714,70,0,L009,3,6438.16,19314.48,en_cours
ORD-020369,20251206,C02643,56,6,L011,4,12291.32,49165.28,en_cours
ORD-020370,20250604,C02750,52,0,L020,1,6434.91,6434.91,retourné
ORD-020372,20260106,C01983,15,5,L014,3,7919.83,23759.489999999998,livré
ORD-020373,20260316,C01739,84,0,L009,2,2837.9,5675.8,livré
ORD-020374,20260130,C03913,36,6,L019,1,4186.26,4186.26,retourné
ORD-020375,20250706,C01704,29,7,L001,3,11138.83,33416.49,en_cours
ORD-020376,20260122,C01357,87,5,L012,4,12786.6,51146.4,en_cours
ORD-020377,20260507,C04684,35,7,L010,2,3344.28,6688.56,en_cours
ORD-020378,20260123,C02111,15,1,L009,1,7919.83,7919.83,livré
ORD-020379,20250629,C02175,31,7,-1,4,6633.11,26532.44,annulé
ORD-020380,20250904,C03520,12,3,L001,3,10834.16,32502.48,en_cours
ORD-020381,20260319,C02910,28,2,L006,3,8152.84,24458.52,annulé
ORD-020382,20260311,C02865,22,3,L009,1,42.31,42.31,annulé
ORD-020383,20260419,C01200,39,6,-1,4,9966.92,39867.68,annulé
ORD-020384,20260409,C01377,44,5,L009,3,6000.8,18002.4,retourné
ORD-020385,20250812,C04705,58,3,L004,1,1043.66,1043.66,en_cours
ORD-020386,20250714,C04161,3,2,L008,2,2340.64,4681.28,livré
ORD-020387,20260129,C00823,78,1,L017,1,7723.8,7723.8,livré
ORD-020388,20260428,C03538,80,5,L016,1,9454.03,9454.03,retourné
ORD-020389,20250909,C04861,81,1,L013,3,6927.1,20781.300000000003,livré
ORD-020390,20260429,C00844,74,7,L013,3,10333.28,30999.840000000004,annulé
ORD-020391,20260328,C02890,86,2,L005,4,7894.01,31576.04,livré
ORD-020392,20251125,C00227,51,0,L008,4,11974.15,47896.6,annulé
ORD-020393,20250625,C02092,59,5,L020,3,11009.59,33028.770000000004,en_cours
ORD-020394,20260508,C02997,6,1,L015,1,5559.01,5559.01,retourné
ORD-020395,20260202,C03666,84,6,L008,4,2837.9,11351.6,en_cours
ORD-020396,20260417,C01566,41,6,L019,3,8703.97,26111.909999999996,livré
ORD-020397,20251007,C04954,76,2,L018,1,8784.09,8784.09,retourné
ORD-020398,20250817,C02042,57,5,L010,1,10362.31,10362.31,annulé
ORD-020399,20260518,C00747,30,4,L020,2,12693.09,25386.18,retourné
ORD-020400,20250908,C00910,87,6,L013,3,12786.6,38359.8,livré
ORD-020401,20251003,C02122,81,2,L006,2,6927.1,13854.2,en_cours
ORD-020403,20251214,C01815,15,1,L010,2,7919.83,15839.66,en_cours
ORD-020404,20260107,C03832,20,2,L020,5,6734.72,33673.6,retourné
ORD-020405,20250828,C01359,86,7,L009,4,7894.01,31576.04,annulé
ORD-020406,20250818,C04921,82,0,L020,4,8273.46,33093.84,annulé
ORD-020407,20260118,C03142,29,0,L005,1,11138.83,11138.83,en_cours
ORD-020408,20260413,C02746,58,6,L013,3,1043.66,3130.9800000000005,en_cours
ORD-020409,20260310,C01818,92,6,-1,2,3758.97,7517.94,livré
ORD-020410,20251204,C03584,85,5,L015,3,12173.02,36519.06,livré
ORD-020411,20251209,C03342,90,4,L015,1,11889.87,11889.87,livré
ORD-020412,20251022,C02347,68,1,L014,2,1720.17,3440.34,en_cours
ORD-020413,20260508,C01489,49,7,L016,1,6994.21,6994.21,en_cours
ORD-020414,20250930,C00312,40,0,L017,2,1918.04,3836.08,retourné
ORD-020415,20250909,C01872,67,2,-1,4,13028.23,52112.92,livré
ORD-020416,20260225,C01169,66,4,-1,3,4450.73,13352.189999999999,annulé
ORD-020417,20260213,C04566,58,6,L001,1,1043.66,1043.66,livré
ORD-020418,20251207,C02765,10,5,L010,2,716.27,1432.54,en_cours
ORD-020419,20250708,C02020,38,3,L018,2,1743.53,3487.06,retourné
ORD-020420,20251010,C00432,52,7,L013,2,6434.91,12869.82,livré
ORD-020421,20260509,C01558,7,0,L010,1,9603.6,9603.6,livré
ORD-020422,20250608,C00042,67,0,-1,2,13028.23,26056.46,livré
ORD-020423,20250805,C01298,54,5,L007,3,9755.66,29266.98,retourné
ORD-020424,20250617,C00066,42,7,L005,5,1281.09,6405.45,en_cours
ORD-020425,20250921,C02709,98,2,L005,4,14699.33,58797.32,retourné
ORD-020427,20250806,C03590,52,2,L014,4,6434.91,25739.64,en_cours
ORD-020428,20251206,C04705,20,2,L011,5,6734.72,33673.6,annulé
ORD-020429,20260423,C00959,82,1,L001,3,8273.46,24820.379999999997,annulé
ORD-020430,20250824,C00952,12,5,L001,4,10834.16,43336.64,livré
ORD-020431,20260114,C00397,36,5,L015,5,4186.26,20931.300000000003,retourné
ORD-020432,20260103,C01077,18,5,L001,3,13236.92,39710.76,annulé
ORD-020433,20251113,C04435,16,2,L010,5,1823.85,9119.25,en_cours
ORD-020435,20251027,C17046,74,2,L014,1,10333.28,10333.28,annulé
ORD-020436,20250709,C03102,3,1,-1,1,2340.64,2340.64,annulé
ORD-020438,20260518,C03621,22,4,L009,5,42.31,211.55,livré
ORD-020439,20251126,C01061,71,5,L020,2,2615.47,5230.94,livré
