id_commande,id_client,id_produit,date_commande,quantite,prix_unitaire,statut,ville_livraison,mode_paiement,id_livreur,date_livraison
ORD-022344,C02884,P018,2025-05-30,1,13236.92,livré,Fès,Card,L020,2025-06-04
ORD-022345,C02387,P029,04/01/2026,3,11138.83,en_cours,Casablanca,Cash,L009,
ORD-022346,C02232,P022,23/03/2026,2,42.31,retourné,Casablanca,Transfer,L008,
ORD-022347,C02706,P012,05/05/2026,4,10834.16,en_cours,Casablanca,Card,L004,
ORD-022348,C01598,P056,29/01/2026,1,12291.32,OK,TANGER,Cash,L008,
ORD-022349,C00707,P059,2026-03-12,2,11009.59,en_cours,Fès,Cash,L010,
ORD-022350,C03519,P047,Apr 14 2026,5,12599.54,livré,Agadir,Transfer,L014,2026-04-15
ORD-022351,C01798,P037,16/01/2026,4,14556.31,retourné,Casablanca,Card,L017,
ORD-022352,C04437,P049,13/04/2026,5,6994.21,annulé,Marrakech,Cash,L007,
ORD-022353,C02377,P048,13/04/2026,3,13396.47,annulé,Fès,Card,L009,
ORD-022354,C00493,P037,Jul 06 2025,3,14556.31,en_cours,Casablanca,Transfer,L001,
ORD-022355,C00362,P023,20/03/2026,2,4457.65,livré,Oujda,Transfer,L012,2026-03-25
ORD-022356,C03555,P089,Nov 08 2025,3,0.0,en_cours,Rabat,Card,L018,
ORD-022357,C03196,P075,16/11/2025,3,3441.58,retourné,Casablanca,Cash,L010,
ORD-022358,C02121,P039,12/02/2026,2,9966.92,retourné,TANGER,Transfer,L010,
ORD-022359,C00341,P059,2026-04-29,5,11009.59,en_cours,Rabat,Transfer,L005,
ORD-022360,C03627,P020,Dec 23 2025,2,6734.72,OK,Marrakech,Card,,
ORD-022361,C02797,P016,Jun 17 2025,3,1823.85,annulé,TNG,Card,L020,
ORD-022362,C03693,P036,May 31 2025,3,4186.26,retourné,Marrakech,Cash,,
ORD-022363,C00787,P096,30/09/2025,5,4433.71,livré,Fès,Transfer,L002,2025-10-01
ORD-022364,C02778,P097,Aug 25 2025,4,12372.1,DONE,Marrakech,Cash,L016,
ORD-022365,C03518,P063,14/12/2025,5,268.48,annulé,Marrakech,Card,L007,
ORD-022366,C00327,P042,2025-11-21,4,1281.09,livré,Marrakech,Transfer,L016,2025-11-25
ORD-022367,C03584,P034,2025-09-16,1,13868.06,retourné,Fès,Cash,,
ORD-022368,C00281,P065,Sep 12 2025,2,8042.6,livré,Fès,Cash,L014,2025-09-17
ORD-022369,C04465,P056,2025-06-09,1,12291.32,annulé,Agadir,Cash,L011,
ORD-022370,C04888,P047,Dec 14 2025,4,12599.54,livré,Meknès,Transfer,L011,2025-12-18
ORD-022371,C02812,P069,Jan 07 2026,2,1286.86,annulé,Tnja,Card,L015,
ORD-022372,C02891,P060,15/08/2025,5,14019.98,en_cours,Agadir,Transfer,L008,
ORD-022373,C04437,P034,10/03/2026,2,13868.06,annulé,Rabat,Cash,L007,
ORD-022374,C02039,P026,2025-07-18,5,3991.56,livré,Rabat,Card,L011,2025-07-20
ORD-022375,C03070,P057,Feb 26 2026,4,10362.31,KO,Rabat,Cash,L008,
ORD-022376,C01900,P034,13/01/2026,4,13868.06,annulé,Marrakech,Card,L001,
ORD-022377,C03171,P023,27/12/2025,3,4457.65,en_cours,Meknès,Transfer,L017,
ORD-022378,C00588,P009,03/01/2026,4,8424.91,en_cours,TANGER,Cash,L005,
ORD-022379,C04584,P019,Jan 31 2026,4,12958.91,livré,Meknès,Cash,L001,2026-02-03
ORD-022380,C02816,P015,02/06/2025,3,7919.83,retourné,Oujda,Card,L003,
ORD-022381,C04809,P065,27/11/2025,1,8042.6,livré,Marrakech,Transfer,L008,2025-11-29
ORD-022382,C03071,P072,2025-11-11,3,10547.78,annulé,Fès,Card,L007,
ORD-022383,C03754,P030,May 13 2026,1,12693.09,livré,Oujda,Cash,L014,2026-05-18
ORD-022384,C01080,P080,23/06/2025,3,9454.03,en_cours,Rabat,Cash,L009,
ORD-022385,C04892,P042,30/11/2025,1,1281.09,OK,Fès,Transfer,L019,
ORD-022386,C00787,P070,22/07/2025,1,6438.16,en_cours,Oujda,Cash,L011,
ORD-022387,C02354,P037,Oct 27 2025,3,14556.31,livré,Meknès,Transfer,L020,2025-10-30
ORD-022388,C03317,P076,Oct 07 2025,2,8784.09,retourné,Casablanca,Transfer,L005,
ORD-022389,C02201,P019,Sep 27 2025,5,12958.91,annulé,Meknès,Cash,L004,
ORD-022390,C01915,P057,2026-01-04,4,10362.31,livré,Fès,Transfer,L020,2026-01-09
ORD-022391,C00009,P018,2025-10-06,1,13236.92,retourné,Casablanca,Transfer,L019,
ORD-022392,C01221,P066,2025-05-27,3,4450.73,KO,Oujda,Transfer,L016,
ORD-022393,C02590,P028,01/04/2026,5,8152.84,livré,Agadir,Transfer,,2026-04-02
ORD-022394,C03944,P086,Aug 06 2025,5,7894.01,annulé,TANGER,Transfer,L002,
ORD-022395,C04826,P089,2025-05-28,1,0.0,en_cours,Rabat,Transfer,L007,
ORD-022396,C00288,P072,Nov 24 2025,3,10547.78,retourné,tanger,Transfer,L019,
ORD-022397,C03848,P099,Oct 12 2025,4,10088.39,en_cours,Oujda,Cash,L012,
ORD-022398,C02946,P059,14/12/2025,3,11009.59,en_cours,Casablanca,Cash,L004,
ORD-022399,C00035,P087,Mar 01 2026,3,12786.6,livré,Oujda,Card,L012,2026-03-03
ORD-022400,C03763,P067,Dec 18 2025,3,13028.23,retourné,Tnja,Transfer,L014,
ORD-022401,C03878,P025,26/11/2025,4,0.0,livré,Meknès,Transfer,L014,2025-11-28
ORD-022402,C00389,P087,20/11/2025,2,12786.6,livré,TNG,Cash,L002,2025-11-21
ORD-022403,C00308,P021,31/12/2025,3,14989.24,livré,Agadir,Card,L001,2026-01-02
ORD-022404,C02051,P050,2026-04-22,1,4486.2,livré,Agadir,Transfer,,2026-04-24
ORD-022405,C03371,P028,28/09/2025,3,8152.84,en_cours,Fès,Transfer,L004,
ORD-022406,C03652,P085,2025-08-07,5,12173.02,annulé,Fès,Cash,L009,
ORD-022407,C01831,P037,23/02/2026,5,14556.31,en_cours,Marrakech,Card,L008,
ORD-022408,C00454,P057,06/12/2025,5,10362.31,annulé,Meknès,Card,L014,
ORD-022409,C00319,P092,2026-05-15,4,3758.97,livré,Meknès,Card,L019,2026-05-19
ORD-022410,C03352,P075,03/10/2025,4,0.0,livré,Meknès,Transfer,L014,2025-10-07
ORD-022411,C01486,P037,2026-03-05,4,14556.31,livré,Rabat,Transfer,L007,2026-03-06
ORD-022412,C04345,P095,Mar 12 2026,5,10216.02,livré,Oujda,Card,L011,2026-03-15
ORD-022413,C03170,P060,2025-07-25,3,14019.98,OK,Fès,Card,L019,
ORD-022414,C03909,P040,Jun 08 2025,5,1918.04,annulé,Meknès,Transfer,L007,
ORD-022415,C02234,P058,2026-03-15,2,1043.66,retourné,Meknès,Transfer,L007,
ORD-022416,C00960,P074,2026-04-24,1,10333.28,retourné,Meknès,Cash,L006,
ORD-022417,C03301,P010,Oct 29 2025,1,716.27,livré,Casablanca,Card,L006,2025-11-03
ORD-022418,C02406,P098,26/06/2025,4,14699.33,retourné,tanger,Card,L001,
ORD-022419,C01128,P060,Apr 05 2026,5,14019.98,livré,Fès,Card,L013,2026-04-10
ORD-022420,C04399,P045,02/06/2025,1,3745.48,retourné,Oujda,Cash,L011,
ORD-022421,C01699,P021,2025-05-29,1,14989.24,annulé,TANGER,Cash,L005,
ORD-022422,C00036,P072,Mar 28 2026,5,10547.78,retourné,Oujda,Card,L008,
ORD-022423,C02676,P035,2025-11-14,2,3344.28,en_cours,Oujda,Cash,L012,
ORD-022424,C04941,P097,13/12/2025,2,12372.1,annulé,TANGER,Transfer,L011,
ORD-022425,C00994,P012,2026-02-09,5,10834.16,retourné,Agadir,Cash,L019,
ORD-022426,C00919,P053,2025-11-30,4,4181.07,annulé,Fès,Transfer,L016,
ORD-022427,C03942,P020,2025-12-10,4,6734.72,retourné,Meknès,Transfer,L018,
ORD-022428,C01504,P034,2025-09-13,2,13868.06,en_cours,Fès,Card,L019,
ORD-022429,C04332,P051,Jan 28 2026,1,11974.15,OK,Casablanca,Cash,L009,
ORD-022430,C00755,P039,15/09/2025,2,9966.92,livré,Meknès,Transfer,,2025-09-17
ORD-022431,C02847,P018,Aug 11 2025,5,13236.92,retourné,Rabat,Card,L017,
ORD-022432,C03621,P062,07/10/2025,1,2873.94,livré,tanger,Cash,L004,2025-10-09
ORD-022433,C04117,P013,12/06/2025,1,5614.97,livré,Rabat,Cash,L019,2025-06-16
ORD-022434,C02961,P088,19/08/2025,2,4317.81,retourné,Meknès,Card,L014,
ORD-022435,C04082,P030,2026-02-10,5,12693.09,en_cours,TNG,Cash,L003,
ORD-022436,C00139,P045,11/12/2025,5,3745.48,en_cours,Meknès,Card,L011,
ORD-022437,C04316,P093,05/03/2026,1,4435.51,livré,tanger,Card,L003,2026-03-06
ORD-022438,C03760,P015,Apr 04 2026,3,7919.83,en_cours,Agadir,Card,,
ORD-022439,C03215,P070,21/04/2026,4,6438.16,annulé,Marrakech,Cash,L010,
ORD-022440,C03676,P017,2025-06-24,5,0.0,annulé,Oujda,Transfer,,
ORD-022441,C00984,P051,2025-11-10,1,11974.15,livré,tanger,Transfer,L002,2025-11-12
ORD-022442,C01562,P068,2025-06-28,5,1720.17,en_cours,Meknès,Transfer,,
ORD-022443,C00904,P076,2025-07-16,4,8784.09,retourné,Agadir,Cash,,
ORD-022444,C01968,P035,30/01/2026,1,3344.28,annulé,Meknès,Cash,L013,
ORD-022445,C00582,P053,Feb 20 2026,5,4181.07,annulé,Casablanca,Card,L009,
ORD-022446,C02366,P015,2025-06-18,5,0.0,annulé,tanger,Cash,L008,
ORD-022447,C01590,P098,27/11/2025,4,14699.33,en_cours,Meknès,Transfer,L008,
ORD-022448,C02388,P017,Oct 04 2025,1,0.0,retourné,Marrakech,Card,L018,
ORD-022449,C04501,P063,2026-01-10,3,268.48,OK,tanger,Cash,L001,
ORD-022450,C40381,P085,11/05/2026,4,12173.02,en_cours,Meknès,Transfer,L010,
ORD-022451,C00569,P080,Feb 08 2026,-5,9454.03,en_cours,Casablanca,Card,L007,
ORD-022452,C03972,P052,Dec 28 2025,3,6434.91,retourné,Casablanca,Cash,L002,
ORD-022453,C00632,P066,Sep 29 2025,4,4450.73,livré,Casablanca,Cash,L003,2025-10-01
ORD-022454,C02846,P038,2025-07-11,4,1743.53,en_cours,TNG,Card,L018,
ORD-022455,C00632,P011,12/09/2025,1,14137.04,retourné,Marrakech,Cash,L018,
ORD-022456,C02706,P013,14/01/2026,2,5614.97,en_cours,TNG,Cash,,
ORD-022457,C00271,P099,Jan 04 2026,2,10088.39,livré,Oujda,Transfer,L011,2026-01-09
ORD-022458,C03326,P018,Jul 15 2025,1,13236.92,en_cours,Fès,Transfer,L008,
ORD-022459,C02151,P070,2025-10-20,3,6438.16,livré,Fès,Transfer,L005,2025-10-22
ORD-022460,C03518,P037,2025-10-06,2,14556.31,livré,Meknès,Transfer,L007,2025-10-11
ORD-022461,C01043,P043,17/08/2025,5,376.14,livré,Meknès,Transfer,L007,2025-08-18
ORD-022462,C03181,P028,2026-04-11,-5,0.0,livré,Agadir,Cash,L009,2026-04-16
ORD-022463,C00963,P027,Mar 24 2026,4,1508.72,annulé,TNG,Cash,,
ORD-022464,C02249,P025,2026-01-11,1,0.0,livré,Marrakech,Cash,L016,2026-01-13
ORD-022465,C03111,P030,14/04/2026,4,12693.09,en_cours,Fès,Cash,L020,
ORD-022466,C04746,P005,13/09/2025,4,696.91,en_cours,Casablanca,Card,L009,
ORD-022467,C01356,P071,Oct 13 2025,2,2615.47,retourné,Fès,Cash,L016,
ORD-022468,C00192,P006,Aug 06 2025,3,5559.01,annulé,Marrakech,Cash,L012,
ORD-022469,C03684,P075,Oct 29 2025,3,3441.58,livré,Fès,Cash,L003,2025-10-31
ORD-022470,C01615,P095,Feb 02 2026,4,10216.02,retourné,Rabat,Card,L020,
ORD-022471,C04545,P096,2025-06-17,4,4433.71,retourné,Fès,Card,,
ORD-022472,C00074,P083,24/08/2025,2,4485.35,annulé,Agadir,Cash,L012,
ORD-022473,C04078,P069,2026-05-06,1,1286.86,en_cours,Oujda,Cash,L011,
ORD-022474,C01719,P012,2025-12-20,4,10834.16,annulé,Marrakech,Card,L019,
ORD-022475,C01602,P037,2025-07-05,4,14556.31,KO,Rabat,Card,L020,
ORD-022476,C01172,P087,19/11/2025,4,0.0,annulé,Fès,Transfer,L014,
ORD-022477,C02145,P042,May 21 2026,3,1281.09,retourné,Marrakech,Transfer,L020,
ORD-022478,C00445,P015,12/08/2025,3,7919.83,en_cours,Meknès,Cash,L006,
ORD-022479,C01184,P074,2025-09-19,4,10333.28,retourné,Marrakech,Cash,L007,
ORD-022480,C04509,P015,Aug 10 2025,1,7919.83,en_cours,Rabat,Card,L013,
ORD-022481,C01188,P054,2026-01-22,4,9755.66,retourné,Marrakech,Transfer,L009,
ORD-022482,C00340,P019,2025-09-04,5,12958.91,livré,Casablanca,Cash,L007,2025-09-09
ORD-022483,C01562,P004,14/03/2026,5,8048.06,en_cours,Rabat,Cash,L009,
ORD-022484,C01318,P002,08/06/2025,2,2990.58,livré,Oujda,Transfer,L013,2025-06-09
ORD-022485,C03909,P071,2026-04-19,2,2615.47,en_cours,Casablanca,Transfer,L003,
ORD-022486,C02820,P074,17/02/2026,3,10333.28,annulé,Marrakech,Transfer,L010,
ORD-022487,C00092,P002,24/12/2025,5,2990.58,annulé,tanger,Card,L012,
ORD-022488,C04129,P026,14/10/2025,3,3991.56,en_cours,Meknès,Cash,L015,
ORD-022489,C00823,P087,26/01/2026,4,12786.6,en_cours,Agadir,Card,L008,
ORD-022490,C04252,P004,23/11/2025,3,8048.06,en_cours,Rabat,Transfer,L014,
ORD-022491,C03393,P062,11/04/2026,2,2873.94,DONE,Agadir,Transfer,L004,
ORD-022492,C01613,P073,2025-07-31,5,3991.83,retourné,Rabat,Card,L009,
ORD-022493,C03009,P080,16/11/2025,2,9454.03,en_cours,Meknès,Transfer,L020,
ORD-022494,C04325,P015,May 29 2025,4,7919.83,livré,Marrakech,Transfer,L011,2025-05-30
ORD-022495,C03986,P003,18/09/2025,2,2340.64,livré,Rabat,Transfer,L003,2025-09-23
ORD-022496,C03695,P038,Aug 15 2025,4,1743.53,annulé,Marrakech,Card,L015,
ORD-022497,C02924,P100,28/02/2026,1,957.62,retourné,TNG,Cash,L017,
ORD-022498,C02751,P058,23/06/2025,1,1043.66,annulé,Casablanca,Card,L016,
ORD-022499,C03468,P027,26/04/2026,4,1508.72,livré,Agadir,Card,L005,2026-04-29
ORD-022500,C04455,P014,2026-03-03,4,8514.68,en_cours,Rabat,Card,L019,
ORD-022501,C01247,P001,11/07/2025,3,2101.67,annulé,Rabat,Transfer,L020,
ORD-022502,C00396,P074,2026-02-10,5,10333.28,retourné,Agadir,Card,L018,
ORD-022503,C04758,P045,20/10/2025,2,3745.48,retourné,tanger,Card,L012,
ORD-022504,C02132,P075,29/03/2026,2,3441.58,annulé,TNG,Cash,L017,
ORD-022505,C04648,P017,2025-12-18,4,0.0,en_cours,Meknès,Cash,L013,
ORD-022506,C04232,P080,Aug 03 2025,1,9454.03,annulé,Casablanca,Card,L009,
ORD-022507,C03252,P040,2025-12-25,4,1918.04,retourné,Tnja,Transfer,L016,
ORD-022508,C02046,P006,2025-10-23,4,5559.01,annulé,tanger,Card,L001,
ORD-022509,C00062,P031,18/02/2026,3,6633.11,livré,Casablanca,Transfer,L020,2026-02-19
ORD-022510,C03852,P027,Oct 04 2025,1,1508.72,livré,Agadir,Transfer,L009,2025-10-09
ORD-022511,C03869,P020,2025-12-15,2,6734.72,en_cours,Meknès,Transfer,L009,
ORD-022512,C04555,P007,Jan 19 2026,3,9603.6,retourné,Meknès,Card,L020,
ORD-022513,C02393,P084,Jan 20 2026,2,2837.9,annulé,Marrakech,Transfer,L010,
ORD-022514,C00945,P017,29/03/2026,1,0.0,en_cours,Oujda,Cash,L013,
ORD-022515,C02251,P081,Dec 12 2025,2,6927.1,annulé,Oujda,Card,L020,
ORD-022516,C03366,P089,2026-01-07,4,0.0,retourné,Meknès,Cash,L017,
ORD-022517,C01883,P022,Jan 18 2026,4,42.31,annulé,Meknès,Cash,L009,
ORD-022518,C01456,P060,Dec 19 2025,4,14019.98,retourné,Meknès,Transfer,L003,
ORD-022519,C03696,P047,29/01/2026,3,12599.54,en_cours,tanger,Cash,L001,
ORD-022520,C04037,P003,Jan 30 2026,5,2340.64,retourné,Fès,Cash,L016,
ORD-022521,C03814,P018,Jun 27 2025,1,13236.92,retourné,Oujda,Card,,
ORD-022522,C00282,P063,2026-03-17,2,268.48,annulé,Agadir,Transfer,,
ORD-022523,C02289,P022,2025-05-24,1,42.31,retourné,Marrakech,Transfer,L014,
ORD-022524,C01060,P060,2025-10-22,4,14019.98,en_cours,TNG,Transfer,L020,
ORD-022525,C04361,P093,2025-06-06,3,4435.51,livré,Oujda,Cash,L009,2025-06-07
ORD-022526,C03760,P098,27/12/2025,1,14699.33,retourné,Meknès,Transfer,L004,
ORD-022527,C01942,P019,Feb 18 2026,1,12958.91,annulé,Marrakech,Transfer,L016,
ORD-022528,C02040,P073,2025-10-24,2,3991.83,annulé,Fès,Transfer,L002,
ORD-022529,C04201,P054,Mar 29 2026,1,9755.66,retourné,Meknès,Card,L018,
ORD-022530,C03349,P007,Dec 19 2025,1,9603.6,annulé,Rabat,Cash,L010,
ORD-022531,C01909,P063,Jun 08 2025,5,268.48,en_cours,Meknès,Transfer,L014,
ORD-022532,C00825,P011,Sep 02 2025,1,14137.04,livré,Oujda,Cash,L008,2025-09-03
ORD-022533,C00014,P067,Aug 09 2025,1,13028.23,annulé,Casablanca,Transfer,L016,
ORD-022534,C01301,P052,08/09/2025,5,6434.91,livré,Agadir,Card,L011,2025-09-10
ORD-022535,C04376,P064,13/08/2025,4,4968.56,retourné,Fès,Card,L014,
ORD-022536,C00349,P047,23/11/2025,5,12599.54,livré,Oujda,Card,L016,2025-11-28
ORD-022537,C02642,P059,2026-03-03,1,11009.59,DONE,Marrakech,Cash,L004,
ORD-022538,C00281,P025,Mar 17 2026,3,0.0,retourné,Rabat,Transfer,L013,
ORD-022539,C02876,P065,2025-09-02,4,8042.6,annulé,Marrakech,Card,L008,
ORD-022540,C03155,P063,07/01/2026,5,268.48,livré,Meknès,Card,L003,2026-01-08
ORD-022541,C02736,P067,21/11/2025,1,13028.23,en_cours,Casablanca,Cash,L002,
ORD-022542,C01804,P049,2026-04-29,2,6994.21,annulé,Rabat,Card,L008,
ORD-022543,C01675,P018,2025-12-17,5,13236.92,KO,Oujda,Cash,L006,
ORD-022544,C01161,P046,2025-05-21,4,9193.66,annulé,Rabat,Cash,L006,
ORD-022545,C00285,P011,2025-09-07,1,14137.04,en_cours,Agadir,Cash,L012,
ORD-022546,C01597,P032,20/03/2026,1,5544.55,en_cours,Meknès,Transfer,L009,
ORD-022547,C00003,P069,Feb 22 2026,4,1286.86,annulé,TNG,Transfer,L013,
ORD-022548,C02767,P093,Jul 02 2025,2,4435.51,retourné,Rabat,Cash,L007,
ORD-022549,C01460,P080,2025-06-16,4,9454.03,retourné,Fès,Transfer,,
ORD-022550,C01632,P073,Mar 11 2026,4,3991.83,livré,Agadir,Transfer,L002,2026-03-15
ORD-022551,C01162,P080,Jun 01 2025,1,9454.03,KO,Casablanca,Transfer,,
ORD-022552,C04555,P021,May 30 2025,3,14989.24,livré,TANGER,Card,L018,2025-06-03
ORD-022553,C04288,P063,11/06/2025,-3,268.48,livré,TANGER,Cash,L014,2025-06-12
ORD-022554,C01348,P021,22/08/2025,5,14989.24,annulé,Casablanca,Card,L017,
ORD-022555,C01360,P047,2026-01-21,2,12599.54,en_cours,Rabat,Cash,L011,
ORD-022556,C00344,P055,May 14 2026,2,1724.7,livré,Fès,Cash,L001,2026-05-15
ORD-022557,C02834,P014,2026-05-04,-5,8514.68,en_cours,Casablanca,Transfer,L001,
ORD-022558,C04568,P085,2025-09-27,4,12173.02,en_cours,Marrakech,Cash,,
ORD-022559,C00299,P045,26/06/2025,1,3745.48,annulé,Meknès,Transfer,L006,
ORD-022560,C01694,P006,2025-10-26,1,5559.01,en_cours,Marrakech,Card,L015,
ORD-022561,C03874,P083,Feb 28 2026,5,4485.35,en_cours,Meknès,Cash,L016,
ORD-022562,C01853,P081,2026-05-03,1,6927.1,annulé,Casablanca,Card,,
ORD-022563,C04244,P026,2026-04-03,3,3991.56,livré,Marrakech,Cash,L015,2026-04-07
ORD-022564,C03420,P053,Dec 29 2025,4,4181.07,livré,Agadir,Card,L018,2026-01-02
ORD-022565,C02960,P089,09/03/2026,5,0.0,retourné,Oujda,Cash,L002,
ORD-022566,C02508,P003,Mar 17 2026,4,2340.64,annulé,Oujda,Card,L002,
ORD-022567,C03759,P022,2026-02-05,5,42.31,en_cours,Meknès,Cash,,
ORD-022568,C00300,P030,2026-05-06,1,12693.09,livré,Fès,Card,L019,2026-05-07
ORD-022569,C03432,P065,2025-11-04,1,8042.6,retourné,Agadir,Transfer,L001,
ORD-022570,C02931,P074,Jul 06 2025,3,10333.28,retourné,Fès,Transfer,L007,
ORD-022571,C02027,P018,2026-05-07,5,13236.92,en_cours,Meknès,Transfer,L016,
ORD-022572,C04724,P035,31/03/2026,4,3344.28,annulé,Rabat,Cash,L015,
ORD-022573,C01508,P026,07/10/2025,2,3991.56,en_cours,Rabat,Transfer,L007,
ORD-022574,C02636,P020,31/01/2026,5,6734.72,livré,Rabat,Transfer,L016,2026-02-05
ORD-022575,C00372,P091,25/06/2025,3,0.0,en_cours,Meknès,Cash,L016,
ORD-022576,C00254,P043,Aug 31 2025,1,376.14,en_cours,Oujda,Transfer,L005,
ORD-022577,C02809,P020,Mar 28 2026,2,6734.72,retourné,Meknès,Transfer,L005,
ORD-022578,C02959,P050,Feb 24 2026,3,4486.2,livré,Rabat,Transfer,L008,2026-02-25
ORD-022579,C02433,P025,2025-08-18,5,0.0,livré,Fès,Transfer,L011,2025-08-23
ORD-022580,C04255,P015,Jan 13 2026,2,7919.83,annulé,Rabat,Transfer,L020,
ORD-022581,C02915,P100,04/06/2025,3,957.62,annulé,tanger,Card,L005,
ORD-022582,C02217,P041,Sep 13 2025,4,8703.97,livré,Rabat,Transfer,L014,2025-09-17
ORD-022583,C02686,P045,29/10/2025,-4,3745.48,retourné,Rabat,Card,L015,
ORD-022584,C02560,P028,Jun 21 2025,5,8152.84,en_cours,Agadir,Transfer,L008,
ORD-022585,C00998,P092,Jun 19 2025,1,3758.97,annulé,Agadir,Card,,
ORD-022586,C03093,P097,02/05/2026,2,12372.1,en_cours,Rabat,Card,L008,
ORD-022587,C04222,P013,04/05/2026,4,5614.97,retourné,Casablanca,Card,L002,
ORD-022588,C04322,P080,Dec 02 2025,2,9454.03,retourné,Rabat,Transfer,L012,
ORD-022589,C00722,P017,23/06/2025,1,0.0,en_cours,TNG,Cash,L014,
ORD-022590,C00212,P024,2025-10-18,2,862.62,annulé,Meknès,Card,L002,
ORD-022591,C00974,P013,2025-09-29,3,0.0,DONE,Fès,Transfer,L010,
ORD-022592,C00169,P030,04/03/2026,4,12693.09,retourné,Casablanca,Card,L012,
ORD-022593,C00881,P073,09/05/2026,4,3991.83,retourné,Oujda,Card,L009,
ORD-022594,C03489,P037,2025-09-18,2,14556.31,livré,TNG,Transfer,L020,2025-09-19
ORD-022595,C01088,P005,23/11/2025,3,696.91,retourné,Meknès,Cash,L004,
ORD-022596,C01032,P068,Feb 18 2026,5,1720.17,livré,Marrakech,Card,L001,2026-02-22
ORD-022597,C03057,P008,31/01/2026,3,13697.91,retourné,Agadir,Card,L006,
ORD-022598,C00235,P037,2026-01-19,5,14556.31,en_cours,Fès,Card,L012,
ORD-022599,C04975,P097,26/08/2025,5,12372.1,retourné,Casablanca,Card,L006,
ORD-022600,C01773,P042,21/07/2025,4,1281.09,livré,Marrakech,Cash,L015,2025-07-26
ORD-022601,C01037,P058,20/12/2025,4,1043.66,livré,Oujda,Transfer,L008,2025-12-22
ORD-022602,C00453,P064,03/02/2026,5,4968.56,retourné,Oujda,Cash,L003,
ORD-022603,C04523,P056,2025-07-02,2,12291.32,retourné,Fès,Card,L007,
ORD-022604,C02234,P070,03/03/2026,5,6438.16,annulé,Marrakech,Transfer,L003,
ORD-022605,C00059,P068,05/07/2025,3,1720.17,en_cours,Casablanca,Card,L007,
ORD-022606,C00482,P064,Dec 30 2025,3,4968.56,en_cours,Casablanca,Transfer,,
ORD-022607,C04641,P070,25/11/2025,5,6438.16,en_cours,Casablanca,Cash,L016,
ORD-022608,C00686,P008,Sep 08 2025,2,0.0,livré,Fès,Card,L010,2025-09-13
ORD-022609,C01485,P081,Jan 06 2026,4,6927.1,OK,Casablanca,Cash,,
ORD-022610,C04605,P049,2025-11-18,1,6994.21,livré,Casablanca,Card,L014,2025-11-21
ORD-022611,C02897,P094,Dec 09 2025,2,12494.26,retourné,Agadir,Transfer,L014,
ORD-022612,C03212,P042,16/10/2025,1,1281.09,livré,Agadir,Card,L011,2025-10-18
ORD-022613,C02048,P014,2025-11-04,5,8514.68,livré,Casablanca,Transfer,L005,2025-11-05
ORD-022614,C01783,P086,2026-02-23,3,7894.01,livré,Agadir,Card,L003,2026-02-26
ORD-022615,C04665,P062,24/11/2025,2,2873.94,en_cours,Casablanca,Cash,L014,
ORD-022616,C03841,P049,2025-05-27,2,6994.21,retourné,tanger,Card,L016,
ORD-022617,C04225,P068,27/06/2025,4,1720.17,annulé,Casablanca,Transfer,,
ORD-022618,C04964,P071,09/07/2025,5,2615.47,retourné,Rabat,Card,L001,
ORD-022619,C03716,P022,2025-12-18,4,42.31,en_cours,Casablanca,Cash,L002,
ORD-022620,C03784,P010,Mar 21 2026,5,716.27,DONE,Meknès,Card,L004,
ORD-022621,C00388,P058,20/01/2026,1,1043.66,en_cours,Meknès,Cash,L004,
ORD-022622,C02727,P089,11/11/2025,4,0.0,en_cours,Marrakech,Transfer,L007,
ORD-022623,C04345,P080,2026-04-21,5,9454.03,annulé,Fès,Cash,L008,
ORD-022624,C03999,P022,Jan 25 2026,4,42.31,en_cours,Rabat,Card,L004,
ORD-022625,C00032,P028,Jan 25 2026,2,8152.84,annulé,Oujda,Card,L014,
ORD-022626,C00272,P054,09/09/2025,5,9755.66,en_cours,Oujda,Card,L002,
ORD-022627,C01096,P058,05/08/2025,1,1043.66,en_cours,Casablanca,Transfer,L002,
ORD-022628,C00505,P080,2025-07-29,5,9454.03,en_cours,Tnja,Card,L014,
ORD-022629,C02947,P048,13/06/2025,5,13396.47,retourné,Marrakech,Card,L006,
ORD-022630,C02865,P066,Feb 01 2026,2,4450.73,livré,Fès,Transfer,L011,2026-02-03
ORD-022631,C01815,P062,19/12/2025,1,2873.94,en_cours,Casablanca,Cash,L001,
ORD-022632,C01774,P085,Nov 27 2025,5,12173.02,annulé,Oujda,Card,,
ORD-022633,C04289,P062,11/05/2026,1,2873.94,annulé,Rabat,Card,L002,
ORD-022634,C00842,P094,10/08/2025,1,12494.26,livré,Agadir,Card,L001,2025-08-14
ORD-022635,C03543,P076,2026-02-15,3,8784.09,annulé,tanger,Transfer,L018,
ORD-022636,C02190,P003,2025-12-12,3,2340.64,en_cours,Meknès,Cash,L018,
ORD-022637,C01897,P031,Aug 08 2025,2,6633.11,livré,Marrakech,Cash,L005,2025-08-13
ORD-022638,C04173,P067,2026-04-30,2,13028.23,en_cours,Casablanca,Cash,L008,
ORD-022639,C01446,P036,Feb 12 2026,5,4186.26,annulé,TNG,Cash,L016,
ORD-022640,C04394,P025,Feb 11 2026,3,0.0,livré,Agadir,Transfer,L013,2026-02-14
